,NPD_FIELD_CODE,NPD_FACILITY_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE
0,0.0,0.0,0.0,0.9774046909143597,0.8928474235273318,0.8754351906001513,0.01215986875,0.24104312668836586,0.11207321812777732,0.26644499943161215
1,0.0,0.0,0.0,0.9557535127157877,0.893285202758238,0.8885983101607917,0.030870154166666667,0.16060865612908154,0.0930844693296734,0.1776732900166198
2,0.0,0.0,0.0,0.9558606764998072,0.8936120164746155,0.8715004433875955,0.019623652083333335,0.20029570821805068,0.10077202358422248,0.1302197119163823
3,0.0,0.0,0.0,0.9566399836297322,0.8937030745546439,0.8928268705227711,0.0,0.15290483219010156,0.08695761071531698,0.16706913038430674
4,0.0,0.0,0.0,0.9568790945941933,0.894188133942488,0.9154135116982688,0.31141855625000003,0.10135777147691633,0.09088191434780359,0.09814080373023563
5,0.0,0.0,0.0,0.9566701834736566,0.8945966971699842,0.9461374763281665,0.0,0.030004435914580206,0.09433514327184504,0.012005833891046293
6,0.0,0.0,0.0,0.9583811195740304,0.8932489822871336,0.8931875541052999,0.41235993958333333,0.156099477223352,0.0946885829793164,0.15142110256931451
7,0.0,0.0,0.0,0.9599978976625856,0.891413811751175,0.8641400545969619,0.0,0.22684164556918698,0.10308611793519747,0.22963175476195022
8,0.0,0.0,0.0,0.9616445606853267,0.8904487619981606,0.8196835298344268,0.004368616666666667,0.3331965392729193,0.10308237500334828,0.34769626480960536
9,0.0,0.0,0.0,0.9884090227812319,0.8899317216854483,0.8929140104639284,0.004542847916666667,0.2261742556297189,0.10287458881526454,0.2294822256537649
10,0.0,0.0,0.46,0.9490612440060405,0.9463070797463042,0.6465884144046644,0.20989748333333336,0.703369990204625,0.20529253064572114,0.5621486363260939
11,0.0,0.0,0.96,0.9114160532566112,0.9801942320458875,0.5748057146341838,0.43343451250000004,0.7818894796118467,0.4057258052490666,0.6359451134582992
12,0.0,0.0,0.96,0.8510114252612173,0.992088647667583,0.5400554117939469,0.47167523125000005,0.7223528279799033,0.6497363885403697,0.5690090882841286
